lexrank,lexrank,text-davinci-003,text-davinci-003,bertscore,bertscore,simcse,simcse,gptpmi,gptpmi,perplexity,perplexity,rouge1,rouge1
ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap
0.6326189721431758,0.1,0.9252620543615498,1.0,0.981139637331105,1.0,0.9376310586478794,1.0,0.9753465284027844,1.0,0.5501832817919524,0.1428571428571428,0.8805081612982049,1.0
0.6885288809404667,0.3333333333333333,0.705495970866746,0.25,0.9639404333166534,1.0,0.9327783893101108,1.0,0.944847956559586,1.0,0.944847956559586,1.0,0.9639404333166534,1.0
1.0,1.0,0.8312601936877204,0.5,0.9143091486983556,0.8333333333333333,0.6832862841086488,0.5,0.9143091486983556,0.8333333333333333,1.0,1.0,0.9514426589871552,0.8333333333333333
0.7967075809905065,0.5,0.94718892639545,1.0,0.9639404333166534,1.0,0.944847956559586,1.0,0.944847956559586,1.0,0.9327783893101108,1.0,0.9639404333166534,1.0
0.8225467091305787,0.7222222222222222,0.8153779208703181,0.5,0.8967019781030374,1.0,0.917754891076999,1.0,0.6548189455310814,0.5,0.4661282539301675,0.1912087912087912,0.8135180778065338,0.7222222222222222
0.3702641825862329,0.1111111111111111,0.7920532240165105,0.3333333333333333,0.940914767159646,1.0,0.983218440868748,1.0,0.8760392788128336,1.0,1.0,1.0,0.983218440868748,1.0
0.9589935003573636,1.0,0.7610662136314947,0.2857142857142857,0.7348039190076636,0.45,0.841416625432286,0.45,0.6686510078133857,0.2111111111111111,0.5796281346637686,0.1909090909090909,0.8435085570610743,0.5
0.4183738483612105,0.125,0.7751300749638065,0.25,0.91084810430004,1.0,1.0,1.0,0.94893760333258,1.0,0.8626821910055821,1.0,0.9033373332550592,1.0
0.8083812260606418,0.25,0.7480514394208182,0.25,0.979091071710568,1.0,0.9682314150231826,1.0,0.8957286278065149,1.0,0.6304697976585835,0.0769230769230769,1.0,1.0
0.7637252937416101,0.3333333333333333,0.7652385087748527,0.1339285714285714,0.9336289577112638,0.625,0.8304810537885898,0.25,0.8283396661391785,0.2678571428571428,0.8689423203496771,0.75,0.8606693050494229,0.35
0.6612741835609354,0.1214285714285714,0.9545077080965532,1.0,0.9469742933231554,0.8333333333333333,0.945494873286317,0.8333333333333333,0.6477551274737361,0.4166666666666666,0.9489458270734188,1.0,0.908000773116078,0.8333333333333333
0.967651764061914,1.0,0.8455312503829605,0.5,0.8596139055669276,0.3333333333333333,0.8387049772774957,0.3333333333333333,0.8401498110374591,0.25,0.8754664107754586,0.5,0.8963753390648906,0.5
0.9586022822131728,0.75,0.9747396390158812,1.0,0.9481300994736442,0.75,0.9357860572174612,0.6428571428571428,0.8642645042263098,0.4166666666666666,0.9511295642314598,0.8333333333333333,0.9417289773237488,0.6666666666666666
0.3267385908544378,0.1185897435897435,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.8175295903539446,0.6428571428571428,0.9999999999999998,1.0,0.8315546295836226,0.6666666666666666
0.4529737330153125,0.1185897435897435,0.7827702376707895,0.4,0.642574142200312,0.4166666666666666,0.8702876391807989,0.5833333333333333,0.5044979345781567,0.1964285714285714,0.8120706214759499,0.3666666666666667,0.8406664196008816,0.6
0.9454047613380888,0.8333333333333333,0.8675830345733773,0.325,0.919804912318016,0.7,0.8701856139271078,0.5,0.6718918402437706,0.2678571428571428,0.6123023772449764,0.1458333333333333,0.8649268176281323,0.3928571428571428
0.5833242895774499,0.3316498316498316,0.978351475493122,1.0,0.8320949085471872,0.5916666666666666,0.9841302506937816,1.0,0.834686509026963,0.6333333333333333,0.9852268707233874,0.9166666666666664,0.845681739851748,0.7
0.5976315487360696,0.4166666666666666,0.7320551400428001,0.3333333333333333,0.7373230204909162,0.3666666666666667,0.9283395254626584,0.75,0.5211838171719599,0.2916666666666666,0.9283395254626584,0.75,0.8486590366159099,0.5
0.8639899486207042,0.5,0.8419123448646071,0.3333333333333333,0.9714089025373848,0.8333333333333333,1.0,1.0,0.9103060202040112,0.7,0.9011346958414151,0.75,0.8708920919769784,0.45
0.7877887392554039,0.1736111111111111,0.8074684996746734,0.2777777777777778,0.9674180367409484,0.8333333333333333,0.9475452670937086,0.7,0.8858161241622338,0.5,0.9618452862303638,1.0,0.950544731851524,0.8333333333333333
0.8413996915747762,1.0,0.8181615409042062,0.3333333333333333,0.9360403422435029,1.0,0.8901137887243915,1.0,0.544369342875957,0.2,0.8356926147784278,1.0,0.8920546750377095,1.0
0.9639404333166534,1.0,0.8983537904952533,0.5,0.373515126745162,0.1428571428571428,1.0,1.0,0.3150839796583737,0.0833333333333333,0.4126007205321266,0.1,0.944847956559586,1.0
0.4595559438886379,0.1,0.8888824528740308,1.0,0.8868854556705135,1.0,0.9238850086262383,1.0,0.6150170646154386,0.5,0.8955796649110443,1.0,0.9072278740982788,1.0
1.0,1.0,0.7231357726898465,0.4,1.0,1.0,1.0,1.0,0.8772153153380493,0.75,1.0,1.0,1.0,1.0
0.4676164214719375,0.2435897435897435,0.6373226474660763,0.2857142857142857,0.8772153153380493,0.75,0.7977228895450265,0.6111111111111112,0.4351012066403087,0.2159090909090909,1.0,1.0,0.7841802768331765,0.5909090909090909
0.5925643536130545,0.2853535353535353,0.8152846269789028,0.5213675213675214,0.8418814194555181,0.6388888888888888,0.8708264069739095,0.7435897435897436,0.6376605237108594,0.2547008547008547,0.8598701584323573,0.7666666666666666,0.8914723234122824,0.7435897435897436
0.5661861633941635,0.3666666666666667,0.6810969333719541,0.3269230769230769,1.0,1.0,0.9699225363013644,1.0,0.8022050145881092,0.625,0.808237602462683,0.5833333333333334,0.9617761342179452,1.0
0.8058010413045772,0.0769230769230769,0.8547249291398722,0.1666666666666666,0.9781985854866968,1.0,0.7488229253184615,0.125,0.9290810314876056,1.0,0.9753011771241424,1.0,0.9600939497363044,1.0
0.8674529103096001,0.5909090909090909,0.6837736061173507,0.2361111111111111,0.9445548969598204,0.7,0.8962486825119974,0.6428571428571428,0.9604433899048382,0.8333333333333333,0.9406304752532652,1.0,0.9239408951583796,0.6428571428571428
0.3562071871080223,0.1666666666666666,0.7103099178571524,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.929327412165716,0.8333333333333333,0.9888712393859268,1.0,0.9859455670275612,1.0,1.0,1.0,0.9465209038394008,0.8055555555555556,0.7425989629327456,0.35,0.9744759525870172,1.0
0.6309297535714573,0.5,0.5896918237758784,0.2,0.6309297535714573,0.5,1.0,1.0,0.6309297535714573,0.5,1.0,1.0,0.6309297535714573,0.5
0.5983092699884757,0.3611111111111111,0.770070861948917,0.5,0.8344475896326595,0.6428571428571428,0.9790187994940356,1.0,0.8232291589244602,0.7,0.9871451602176228,1.0,0.9128781396400238,0.75
0.5415063912359629,0.3176638176638177,0.9271125074591816,0.7435897435897436,0.8563489857910239,0.6666666666666667,0.9679456339667244,0.9166666666666664,0.619266733567161,0.4027777777777778,0.9057876427261452,0.6324786324786325,0.973345164495414,1.0
0.8686689253532011,0.6,0.6788024087769275,0.4333333333333333,0.8828080183702031,0.6428571428571428,0.9360403422435029,0.8055555555555556,0.8631039009858754,0.5916666666666666,0.8908104128290953,0.6555555555555554,0.8901137887243915,0.6666666666666667
0.8741581740831944,0.6,0.7202816827387509,0.2857142857142857,0.8890391087338109,0.8333333333333333,0.9421603377356756,0.8333333333333333,0.8087810401525513,0.625,0.8353298864939498,0.6,0.8586727628412087,0.6666666666666666
0.3706656904013185,0.1625,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.5802792108518124,0.375,0.9999999999999998,1.0,0.9999999999999998,1.0
0.600184553744539,0.25,1.0,1.0,0.9360403422435029,1.0,0.9778585125241056,1.0,1.0,1.0,0.9778585125241056,1.0,0.9778585125241056,1.0
0.9019389906524994,1.0,0.9530440428765796,0.9,0.9499755804487896,0.8875,0.8982922734427117,0.8875,0.8519145711012892,0.8041666666666667,0.8002312640952113,0.6791666666666667,0.8982922734427117,0.8875
0.4540928726273843,0.2678571428571428,0.6724145595016876,0.4,0.8868854556705135,0.6428571428571428,0.8868854556705135,0.6428571428571428,0.8868854556705135,0.6428571428571428,1.0,1.0,0.8868854556705135,0.6428571428571428
0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7936019296855655,0.625,0.9718076413643404,1.0,0.9143091486983556,0.8333333333333333,0.9005000848975749,0.8333333333333333,0.8929451243099074,0.8333333333333333,1.0,1.0,0.9830819798558292,1.0
0.8430421328612403,0.75,0.6193335103936746,0.3435897435897436,0.5007684186677348,0.3611111111111111,0.5859820571068262,0.4777777777777778,0.4141014520490797,0.2216931216931217,0.8672970186266035,0.6324786324786325,0.7863842795880357,0.5555555555555556
0.6934264036172708,0.5833333333333333,0.542090209012283,0.2261904761904761,1.0,1.0,0.6934264036172708,0.5833333333333333,0.3794502619073726,0.1602564102564102,0.5478956323237498,0.3269230769230769,0.6509209298071323,0.5
0.8800937667159344,0.625,0.9298593499260984,1.0,0.8597186998521971,1.0,0.8597186998521971,1.0,0.6741744480487546,0.7,0.9502344167898358,0.8333333333333333,0.8597186998521971,1.0
0.3618149835636156,0.1555555555555555,0.619999894191288,0.2435897435897435,0.5000000000000001,0.2916666666666666,0.7788429585306881,0.5833333333333334,0.3644594876849889,0.1534090909090909,1.0,1.0,0.5912352048230278,0.3928571428571428
0.6339216733931946,0.1666666666666666,0.685368807855012,0.5833333333333333,0.9119629671334932,0.8333333333333333,0.8634575313654654,0.75,0.8138545062173527,0.625,0.8935349950641011,0.75,0.8826672733811552,0.6428571428571428
0.2559580248098152,0.0714285714285714,0.7103099178571524,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6193726754583468,0.5,0.7920532240165105,0.3333333333333333,0.6278741416439383,0.5,0.6467629240259085,0.5,0.4827841375216332,0.25,0.8760392788128336,1.0,0.6479880575031852,0.5
0.8736933082443828,0.8711111111111112,0.781880178749922,0.6761904761904761,0.8598138014764852,0.9428571428571428,0.85581123552618,1.0,0.8291894603153676,0.9666666666666666,0.6851811915155687,0.5981351981351981,0.840533599702531,0.8711111111111112
0.3477482685516639,0.1428571428571428,0.8114711190595333,0.5,0.6009078211678821,0.5,0.639909328045346,0.5,0.6278397607958707,0.5,0.4933965394160924,0.2,0.5981201383004838,0.5
0.757923746068198,0.3333333333333333,0.9106568573068912,0.5,1.0,1.0,1.0,1.0,0.983218440868748,1.0,0.9111774142739888,1.0,1.0,1.0
0.6978817289434459,0.5555555555555556,0.881931096019067,0.6190476190476191,0.9060254355346824,0.8055555555555556,1.0,1.0,0.7122630665145961,0.5888888888888889,0.9217868789962071,0.8095238095238095,1.0,1.0
0.7731478013193248,0.5,1.0,1.0,0.9726097514324384,1.0,0.757923746068198,0.3333333333333333,0.8931501479180342,1.0,0.8661765329534857,1.0,0.9726097514324384,1.0
0.7962291110906393,0.5769230769230769,0.8251337762279117,0.4,0.7461285155506137,0.5833333333333333,0.832264408778867,0.6428571428571428,0.6105710282183655,0.2666666666666666,0.8167613545337525,0.5769230769230769,0.937651126515279,1.0
0.6494555664238796,0.5,0.705495970866746,0.25,0.6278397607958707,0.5,0.9639404333166534,1.0,0.639909328045346,0.5,0.9180385079206222,1.0,0.944847956559586,1.0
0.4653382790366964,0.25,0.8154648767857285,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5592095113680088,0.25,0.9072740380981952,0.5,0.9903929125301808,1.0,1.0,1.0,0.9684775925259256,1.0,0.9786603187365026,1.0,0.9471379112624282,1.0
0.469727355146738,0.1409090909090909,0.7935068487739152,0.5714285714285714,0.7925720048340463,0.7,0.9250616617874048,1.0,0.4320091172385636,0.1534090909090909,0.9051197503322238,1.0,0.9222077401609784,1.0
1.0,1.0,0.7103099178571525,0.3333333333333333,1.0,1.0,1.0,1.0,0.2890648263178876,0.1,1.0,1.0,1.0,1.0
0.848786066474679,0.625,0.6504984289961553,0.25,0.9514426589871552,0.8333333333333333,0.7516236007859608,0.45,0.5730534574646997,0.3333333333333333,0.819404976729552,0.5769230769230769,0.9033414364361718,0.8333333333333333
0.9197207891481876,0.8333333333333333,0.8065735963827291,0.5833333333333333,0.8175295903539446,0.6428571428571428,0.9197207891481876,0.8333333333333333,0.4776066804504472,0.2575757575757575,0.8503449055347546,0.7,0.9999999999999998,1.0
0.6042031670319336,0.5,0.58688267143572,0.3333333333333333,0.9058464496821222,1.0,0.9639404333166534,1.0,0.3811933945426457,0.1666666666666666,0.903058766814724,1.0,0.5196610607458308,0.3333333333333333
0.7584665356059952,0.5269230769230769,0.8373791367951566,0.5595238095238095,0.9959893156076962,1.0,0.958352120601665,0.8541666666666666,0.7960408511886823,0.5083333333333333,0.8482139571260978,0.6396103896103896,0.9761195197358756,0.8875
0.8406130629543471,0.75,0.8545819842068507,0.4,0.8724083002936995,0.7,0.9213963208540727,0.7,0.7123128668516592,0.3333333333333333,0.8290383866049085,0.625,0.919582881135422,0.8333333333333333
0.7741256343516859,0.5769230769230769,0.7721275508894735,0.3666666666666667,0.7571701712024846,0.6,0.8096388772005432,0.6666666666666666,0.4282943655952453,0.1547619047619047,0.832282478286745,0.625,0.8634575313654654,0.75
0.778208372194267,0.5,0.7139385410771945,0.25,0.9266281071103262,1.0,0.9836747483501008,1.0,0.6067067013609437,0.5,0.8730238094555075,1.0,0.9374333238888012,1.0
0.91311732856428,1.0,0.7825102285809599,0.3333333333333333,0.7967075809905065,0.5,0.6885288809404667,0.3333333333333333,0.4680760659783656,0.1666666666666666,0.9639404333166534,1.0,0.7967075809905065,0.5
0.7846722733791439,0.6,0.8100905435019874,0.4,0.7369302591988794,0.3666666666666667,0.8044726423602089,0.5,0.4794916450790217,0.1742424242424242,0.5597677338859344,0.2159090909090909,0.7369302591988794,0.3666666666666667
0.4029831335977322,0.1944444444444444,0.8710490642551527,0.6666666666666666,0.9999999999999998,1.0,0.9999999999999998,1.0,0.57064171895532,0.4166666666666666,0.8772153153380492,0.75,0.9999999999999998,1.0
0.790386479549506,0.6,0.6754156228475935,0.3333333333333333,0.9999999999999998,1.0,0.9999999999999998,1.0,0.5437713091520254,0.3666666666666667,0.9999999999999998,1.0,0.9999999999999998,1.0
0.8937150327479345,0.6,0.7494089687418495,0.2619047619047619,0.8727584782061536,0.5119047619047619,0.9225715326589896,0.6805555555555556,0.5339282159753438,0.1893772893772893,0.8476079725423343,0.5054945054945055,0.9258199705604456,0.7555555555555555
0.7889472049112057,0.1428571428571428,0.7005818767305513,0.3333333333333333,0.8701323356427595,1.0,0.913418141872368,1.0,0.6333055636074072,0.5,0.7945928520740407,1.0,0.8882122823509511,1.0
0.5267379895945233,0.3333333333333333,0.7616236604714466,0.3333333333333333,0.9425430885728324,1.0,0.959653957678033,1.0,0.8940665451687881,1.0,0.8517713371438823,1.0,0.892748853865188,1.0
0.641126856047293,0.2,0.7112265810232922,0.3333333333333333,0.8779813784024112,1.0,0.93016795059909,1.0,0.6134193432602167,0.5,0.9301756170096352,1.0,0.9518975047848444,1.0
0.3154648767857289,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714573,0.5,1.0,1.0,1.0,1.0
0.593236993088471,0.3102564102564102,0.761657269180853,0.4285714285714285,0.941304550849603,0.8055555555555556,0.8152035144728319,0.6333333333333333,0.5409030542893206,0.25,0.9857340496273852,1.0,0.941304550849603,0.8055555555555556
0.7898616346169477,0.2784382284382284,0.9549847277009382,0.7589285714285714,0.956506510819148,0.85,0.9401206951563664,0.7644230769230769,0.7345687269691499,0.3479437229437229,0.8736068950906046,0.6464285714285714,0.9463965159945752,0.85
0.825757419159677,0.4583333333333333,0.8905052602330246,0.6666666666666666,0.9873055045649364,0.9166666666666666,0.976813036930587,0.8875,0.6430921226097785,0.409065934065934,0.8344891718894967,0.6396103896103896,0.9801211671519128,1.0
0.5864982051247912,0.3547008547008546,1.0,1.0,1.0,1.0,1.0,1.0,0.7461976723150331,0.5074074074074074,0.885476292786673,0.7380952380952381,0.9060254355346824,0.8055555555555556
0.6233808748445475,0.4777777777777778,0.7359109958649831,0.4047619047619047,0.8152035144728319,0.6333333333333333,0.8399735843614409,0.7,0.6125971897908656,0.3547008547008546,0.4242734811569129,0.1851481851481851,0.8873319468511718,0.8055555555555556
0.6223372107928873,0.5,0.5215074900063772,0.3333333333333333,0.8147497817704017,0.5,1.0,1.0,0.3633346764682971,0.0769230769230769,0.3737072356495438,0.0909090909090909,0.84598267059683,0.5
0.8806897961500937,0.5047619047619047,0.9916853807693607,1.0,0.9629402439312944,0.9166666666666666,0.9810947986266716,0.9166666666666666,0.9411178592714298,0.8875,0.9360757058347472,0.7048611111111112,0.9366217960645532,0.7784090909090909
0.87296143331252,0.5047619047619047,0.9640016311129886,0.8409090909090909,0.8768166269044005,0.7470238095238095,0.9686701896615862,0.9166666666666666,0.8640072345140735,0.6527777777777778,0.8876408741323293,0.7048611111111112,0.9293528484872374,0.6742424242424243
0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,1.0,0.97971160882853,0.8333333333333333,0.9002402428398022,0.4166666666666666,0.9999999999999998,1.0,0.9621787376196465,0.7
0.9135741101195936,0.5047619047619047,0.985415786101785,0.8409090909090909,0.9808220951891168,0.85,0.9899149138987582,0.9166666666666666,0.9846769327260186,0.8875,0.9940651264438004,0.95,0.989914913898758,0.9166666666666666
0.9760761704380132,1.0,0.7750211178602571,0.25,0.9065118404021316,1.0,0.9099563651613164,1.0,0.9903929125301808,1.0,0.9715787480216234,1.0,0.9212363796701636,1.0
0.8548125357449217,0.6666666666666667,0.813241431486199,0.5353535353535354,0.9469024295259744,0.8666666666666667,1.0,1.0,0.9469024295259744,0.8666666666666667,1.0,1.0,1.0,1.0
0.8503449055347546,0.7,0.9999999999999998,1.0,0.9999999999999998,1.0,0.8772153153380492,0.75,0.5912352048230277,0.3928571428571428,0.9999999999999998,1.0,0.9999999999999998,1.0
0.89293189936764,0.8095238095238095,0.7689187468762063,0.5555555555555556,0.915150537737135,1.0,0.915150537737135,1.0,0.6969455160123837,0.5916666666666666,0.8419460806302406,0.8333333333333333,0.915150537737135,1.0
0.958215901994261,1.0,1.0,1.0,0.7883773914853736,0.5,0.9725044904464194,0.8333333333333333,0.9079364505194772,1.0,0.5487480874024513,0.1964285714285714,0.7474928485482953,0.3928571428571428
0.5437713091520254,0.3666666666666667,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0
0.9019326135306082,0.625,0.8724722926612645,0.6,0.9250874129492692,0.7916666666666666,0.9708222491998448,0.8666666666666667,0.8846655152113729,0.5916666666666666,0.9227201155575452,0.75,0.9146352517888444,0.7575757575757576
0.9288297358751972,0.6805555555555556,0.8091753961659188,0.5,0.8852206954860639,0.5833333333333333,0.9153916765586398,0.6464646464646464,0.8713319060769316,0.6,0.943943813807296,1.0,0.9367050081315343,0.6666666666666667
0.9143091486983556,0.8333333333333333,0.5776737175433578,0.2222222222222222,0.6280017356551966,0.45,0.8245073959682566,0.625,0.6220116373762452,0.45,0.5383280982515857,0.1825396825396825,0.8576940028509104,0.75
0.8177690353708841,0.3928571428571428,0.7658756468276723,0.3666666666666667,0.7703108856397968,0.3928571428571428,0.925248016143815,0.75,0.5629926193379843,0.2428571428571428,0.919793478122606,1.0,0.7934370103527257,0.45
0.6297147595351003,0.4428571428571428,0.6977937382489963,0.4777777777777778,0.9617761342179452,0.8333333333333333,1.0,1.0,0.5377324299149696,0.365079365079365,0.9509457695419298,0.7916666666666666,0.9119629671334932,0.8055555555555556
0.6279771502926162,0.4583333333333332,0.665466296230412,0.3777777777777777,0.86013962778462,0.7222222222222222,0.9098158578127802,0.8055555555555556,0.5723898559221122,0.4111111111111111,0.9284090557629948,0.7666666666666666,0.9511970285954036,0.8333333333333333
0.872892088615342,0.6428571428571428,0.7380927652789472,0.35,0.9514426589871552,0.8333333333333333,0.8471722777312589,0.6666666666666666,0.8885994691336015,0.75,0.9690945337173088,1.0,0.9514426589871552,0.8333333333333333
0.6888853050361619,0.5317460317460317,0.7519628507862482,0.4871794871794872,0.9777813616305048,1.0,0.8484946226286495,0.6984126984126984,0.9045769045236104,0.8333333333333333,0.8703949452749973,0.7666666666666666,0.9424890210124034,0.9166666666666664
0.7215634034161572,0.2,0.8803394251341197,1.0,0.9397750380689088,1.0,0.9253373235603236,1.0,0.8688966071928951,1.0,0.8378523385557706,1.0,0.8876656211522936,1.0
0.9360403422435029,1.0,0.9299898555924044,0.5,1.0,1.0,1.0,1.0,0.9778585125241056,1.0,1.0,1.0,1.0,1.0
0.4306765580733929,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0
0.7487089546679869,0.45,0.7347083965056878,0.3611111111111111,0.6291344046077069,0.3928571428571428,0.785942876621125,0.5,0.6787875892666938,0.3666666666666667,0.5845002061876948,0.3611111111111111,0.7108097966142191,0.3928571428571428
0.8459010823861767,0.4444444444444444,0.946830418849328,0.75,0.94367904993055,0.8055555555555556,0.911331008168306,0.6111111111111112,0.7692068714973095,0.4444444444444445,0.9570298338366768,0.8333333333333333,0.9931760056507392,0.9166666666666664
0.6133119550633664,0.1666666666666666,0.8821640331628265,0.5,0.930056914971417,1.0,0.9873791617401187,1.0,0.933667828210941,1.0,0.94303714728512,1.0,0.918889665450174,1.0
0.5826048856149146,0.2,0.7922922135749981,0.5,0.924133208028394,1.0,0.9438064655416368,1.0,0.8962431958130916,1.0,0.9167146311087492,1.0,0.956762259296042,1.0
0.8880941338138292,0.7,0.8771024344934926,0.5,0.9497209962225308,1.0,0.9389350294691204,0.8333333333333333,0.5835797704911112,0.25,0.8575770130183289,0.6,0.962334868496735,1.0
0.3154648767857289,0.125,0.8154648767857285,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
