rouge1,rouge1,simcse,simcse,gptpmi,gptpmi,bertscore,bertscore,text-davinci-003,text-davinci-003,perplexity,perplexity,lexrank,lexrank,attention,attention
ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap,ndcg,ap
1.0,1.0,1.0,1.0,0.8503449055347547,0.7,1.0,1.0,0.8710490642551527,0.6666666666666666,1.0,1.0,0.9197207891481876,0.8333333333333333,0.57064171895532,0.4166666666666666
0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.8710490642551527,0.6666666666666666,0.9999999999999998,1.0,0.6934264036172707,0.5833333333333333,0.8772153153380492,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4306765580733929,0.25,0.6309297535714573,0.5
0.9699225363013644,1.0,0.9815720279306078,1.0,1.0,1.0,0.9815720279306078,1.0,0.6283084356570853,0.2222222222222222,0.9471086030836026,1.0,0.9699225363013644,1.0,0.5475391546117554,0.1538461538461538
0.8675034925694373,0.8333333333333333,0.7058908628246313,0.4166666666666666,0.5798486121647574,0.4166666666666666,0.9158928585785956,0.75,0.6939865195582372,0.3333333333333333,1.0,1.0,0.665059866978334,0.5833333333333334,0.5190658072678181,0.1538461538461538
0.7232980599477874,0.45,0.7084943532889005,0.4166666666666666,0.5065401260452005,0.2083333333333333,0.6547317721169571,0.3409090909090909,0.667196761942918,0.4,0.8327830163086035,0.625,0.5758520399087245,0.375,0.5553493491070803,0.1538461538461538
0.9805078152675072,1.0,1.0000000000000002,1.0,0.949389212018152,1.0,0.982666206405108,1.0,0.907213296525962,0.1428571428571428,0.8840788340762931,1.0,0.8859183094717795,0.25,0.823636965394875,0.25
0.9726703865142112,1.0,0.9704657818920718,1.0,0.7974231058807423,0.5,0.9671652767558075,1.0,0.728103039195333,0.1428571428571428,0.8739022502686438,1.0,0.7709564410712411,0.3333333333333333,0.8054055412260291,0.3333333333333333
0.9072278740982788,1.0,0.5067916889545792,0.3333333333333333,0.626665273802673,0.5,0.6433224083306326,0.5,0.7623634634507852,0.5,1.0,1.0,1.0,1.0,0.6433224083306326,0.5
1.0,1.0,1.0000000000000002,1.0,0.9048433681146756,0.3333333333333333,1.0000000000000002,1.0,0.9648805184207728,0.5,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0
0.9864454785297618,1.0,0.981139637331105,1.0,1.0,1.0,1.0,1.0,0.9510835839699028,1.0,0.95940386421389,1.0,0.8552883762385317,0.3333333333333333,0.6927621083834653,0.25
0.8503449055347547,0.7,1.0,1.0,1.0,1.0,0.8772153153380493,0.75,1.0,1.0,1.0,1.0,0.3267385908544379,0.1185897435897435,0.5437713091520254,0.3666666666666667
0.9708599922301162,1.0,0.8533158755306375,1.0,0.9360403422435029,1.0,1.0,1.0,0.7192018807457008,0.5,0.8602320413092324,1.0,0.3624751178134653,0.0833333333333333,0.5078666553179753,0.3333333333333333
0.8313904889616001,0.75,0.9767817799952456,1.0,0.6426802250508054,0.4166666666666666,0.892791364491088,0.8333333333333333,0.8630098645515712,0.5833333333333334,0.866865131858992,0.8333333333333333,0.586358061723889,0.3611111111111111,0.5832693244194356,0.3666666666666667
0.9778585125241056,1.0,1.0,1.0,0.8631039009858754,1.0,0.9364501857286788,1.0,0.8919317642407094,0.5,0.926615458136488,1.0,0.3750901029997082,0.0909090909090909,0.5903965282893011,0.25
0.979091071710568,1.0,0.979091071710568,1.0,0.8560023162459901,0.5,0.9228655436831364,1.0,0.8192408827480272,0.3333333333333333,0.908157993419078,1.0,0.8596139055669276,0.3333333333333333,0.5023279148140108,0.25
0.8419963472186451,1.0,0.8282297221167965,1.0,0.8396690297654505,1.0,0.7969005212947173,1.0,0.6974605579781122,0.3333333333333333,0.8561252517183044,1.0,0.7195880955251567,0.125,0.5417108796690024,0.25
0.8818745598913597,0.5,0.6676887976811905,0.2,0.5689327422147316,0.2,0.7804409679665695,0.25,0.7183383667192719,0.1111111111111111,0.9782642268827848,1.0,0.7394249930754004,0.1111111111111111,0.718338366719272,0.1111111111111111
0.9800628421647484,1.0,0.9871820049402448,1.0,0.9698823199770246,1.0,0.9871820049402448,1.0,0.8412442337001169,0.1666666666666666,0.9007488729025804,1.0,0.8890118588032572,0.5,0.7687126136420789,0.1111111111111111
0.8841450710954567,0.5,0.9014447560586768,0.5,0.9145807982808212,1.0,0.8916493316752888,0.5,0.8284858474885745,0.3333333333333333,0.7792621623557251,0.2,0.7572214831624343,0.1666666666666666,0.7687126136420789,0.1111111111111111
0.9589674592085076,1.0,0.8901137887243915,1.0,0.5132785064785514,0.2,0.9778585125241056,1.0,0.9778585125241056,1.0,0.8117692445156663,1.0,0.8413996915747762,1.0,0.6216666560905527,0.3333333333333333
0.9049495058460972,1.0,0.8403030283801005,0.3333333333333333,0.563414075130404,0.3333333333333333,0.9638614719361266,1.0,0.8181615409042062,0.25,0.8188237145138055,1.0,0.9540734464808888,1.0,0.7623463300356241,0.3333333333333333
0.823354306257028,0.6428571428571428,0.8553111292820462,0.75,0.8539432076387757,0.6666666666666666,0.8765868087249775,0.6428571428571428,0.8016678646173134,0.5769230769230769,0.9509457695419298,1.0,0.5729756872822344,0.35,0.5601056987379857,0.3666666666666667
0.8547529378296288,0.6845238095238095,0.900547198309572,0.75,0.8927537907700456,0.7708333333333333,0.9108532513310018,0.775,0.9828920819566876,0.95,0.9999999999999998,1.0,0.7508679794281644,0.5047619047619047,0.7094859686180036,0.4
0.7977228895450265,0.6111111111111112,0.9197207891481876,0.8333333333333333,0.7977228895450265,0.6111111111111112,0.8772153153380493,0.75,0.7231357726898465,0.4,0.7741900178546668,0.5769230769230769,0.4676164214719375,0.2435897435897435,0.5051757428052784,0.1538461538461538
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6496317624386375,0.2,0.9639404333166534,1.0,1.0,1.0,0.4829719419281433,0.0909090909090909
0.9172426190597878,1.0,0.940914767159646,1.0,0.9061059416724394,1.0,0.924133208028394,1.0,0.7814445345802007,0.3333333333333333,0.8725710477132336,1.0,0.6815571904488514,0.3333333333333333,0.5306424033750962,0.0909090909090909
0.9473431839163764,1.0,0.9844110355252258,1.0,0.9844110355252258,1.0,0.9933079236159916,1.0,0.9013959900334828,0.4,0.963154219943202,1.0,0.953011035023626,1.0,0.69452313949474,0.2
0.86361602239155,0.6428571428571428,0.8347072007334619,0.45,0.9183900910895312,0.7,0.8919269097218121,0.6428571428571428,0.92354294262814,0.5,0.7780070618097176,0.6111111111111112,0.8124261598746794,0.4166666666666666,0.69452313949474,0.2
0.5802792108518124,0.375,0.8503449055347546,0.7,0.5640920940185892,0.35,0.6052602440527058,0.4166666666666666,0.6754156228475935,0.3333333333333333,0.9197207891481876,0.8333333333333333,0.6509209298071322,0.5,0.5051757428052783,0.1538461538461538
0.903058766814724,1.0,0.9091417955461736,1.0,0.9058464496821222,1.0,0.91311732856428,1.0,0.7670161947671079,0.5,0.9327783893101108,1.0,0.3792613137381861,0.125,0.453826543415377,0.0769230769230769
0.8955796649110443,0.6666666666666666,0.9238850086262383,0.75,0.8868854556705135,0.6428571428571428,0.9072278740982788,0.7,0.6280415319909943,0.3333333333333333,0.8700592720921219,0.6,0.5998372440364408,0.6,0.5180935749334068,0.2
0.9385574520455132,0.8333333333333333,1.0,1.0,0.4692787260227566,0.3095238095238095,0.9134015924715544,1.0,0.888686645896817,0.6,0.8519590445170675,0.625,0.672756686171428,0.6,0.5330489344467244,0.2
1.0,1.0,1.0,1.0,0.9639404333166534,1.0,1.0,1.0,0.8114711190595333,0.5,0.9327783893101108,1.0,0.4623836304746289,0.25,0.6496317624386375,0.2
0.9167146311087492,1.0,0.9726097514324384,1.0,0.9236334443806532,1.0,0.983218440868748,1.0,0.7137519383693846,0.25,0.983218440868748,1.0,0.6355380420796831,0.25,0.5981499250695999,0.125
0.9502344167898358,0.8333333333333333,0.9238850086262383,0.75,0.4334194253001154,0.2159090909090909,0.9502344167898358,0.8333333333333333,0.5386005879447285,0.2083333333333333,0.8600189845303443,0.5769230769230769,1.0,1.0,0.626665273802673,0.45
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8154648767857287,0.5,1.0,1.0,1.0,1.0,0.6309297535714573,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3010299956639808,0.1111111111111111,0.6309297535714573,0.5
0.9180385079206222,1.0,0.9006613667506639,1.0,0.432664007979242,0.25,0.903058766814724,1.0,0.6675673841046776,0.3333333333333333,0.8985713733040372,1.0,0.3217425160783003,0.1,0.9243382314975352,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8154648767857287,0.5,1.0,1.0,0.3461810684595337,0.0833333333333333,1.0,1.0
0.8519590445170675,0.625,0.9385574520455132,0.8333333333333333,0.8854598815714875,0.7,0.8603443310417204,0.6428571428571428,0.7411809327076686,0.4166666666666666,0.8271739282268584,0.5769230769230769,0.3426288944769634,0.113095238095238,0.4135796616658579,0.2111111111111111
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8154648767857287,0.5,1.0,1.0,0.2626495350371938,0.0769230769230769,1.0,1.0
0.8357852728898614,0.5,0.813819512895897,0.5,0.836407979967465,0.5,0.8160239737526062,0.5,0.8341672967818561,0.2,0.9567627270616448,1.0,0.8201714748164138,0.5,0.654043393195871,0.2
0.9810853903979188,1.0,0.9517192640965464,0.8333333333333333,0.9937954541744392,1.0,0.9965165972957948,1.0,0.7394235798088402,0.2261904761904761,0.9384195961034584,1.0,0.7281760419722125,0.5833333333333333,0.5368983049847017,0.2428571428571428
0.942245925609589,0.8333333333333333,0.6128002932224518,0.2261904761904761,0.5855400899274789,0.3095238095238095,0.7502083287084793,0.45,0.7926909544184991,0.3269230769230769,0.75005532484364,0.5769230769230769,0.7263059884411263,0.3409090909090909,0.786302824302926,0.6111111111111112
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9410605993303516,0.5,0.8901137887243915,1.0,0.8403030283801005,0.3333333333333333,0.7623463300356241,0.3333333333333333
0.8772153153380493,0.75,0.8503449055347547,0.7,0.8503449055347547,0.7,0.8503449055347547,0.7,0.8827275383264266,0.6428571428571428,0.8175295903539447,0.6428571428571428,0.5109559939712155,0.3095238095238095,0.57064171895532,0.4166666666666666
1.0,1.0,1.0,1.0,0.7122630665145961,0.5888888888888889,0.9060254355346824,0.8055555555555556,0.8460288056319832,0.6190476190476191,0.9217868789962071,0.8095238095238095,0.6978817289434459,0.5555555555555556,0.8385465274895064,0.6666666666666667
0.9871451602176228,1.0,0.7760026829567221,0.5,0.8129534135604335,0.6666666666666666,0.973336096416842,1.0,0.9757213294935776,0.8333333333333333,0.9514426589871552,0.8333333333333333,0.9631044354383574,1.0,0.5347272783381345,0.1538461538461538
0.6663085269501581,0.5,0.7772598354569037,0.625,0.5635092111626918,0.2666666666666666,0.7200765465309172,0.5833333333333333,0.8454150507459784,0.4,0.9597218684391942,0.8333333333333333,0.7960704474171655,0.5769230769230769,0.629706627751314,0.1538461538461538
1.0,1.0,1.0,1.0,0.940914767159646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7327514073713202,0.25,0.6290523746371521,0.1428571428571428
0.9128804873997556,0.5,0.9498483011084544,0.6666666666666666,0.8585540910309507,0.4206349206349206,0.9378488754693756,0.6555555555555554,0.8808426242863306,0.4285714285714285,0.8556438521909104,0.4603174603174603,0.8240495182278789,0.3353535353535353,0.80698969485921,0.2142857142857142
0.9789035640487476,1.0,0.932138160509592,0.8333333333333333,0.9081760090514835,0.6666666666666666,0.9869302559659552,1.0,0.8898767674335796,0.5,0.7714474921448248,0.5714285714285714,0.7074392862784845,0.5833333333333333,0.6103845209673056,0.1428571428571428
1.0,1.0,1.0,1.0,0.3010299956639808,0.1111111111111111,1.0,1.0,0.5896918237758784,0.2,1.0,1.0,1.0,1.0,0.3868528072345416,0.2
0.8508236175054366,0.7222222222222222,0.6891409000924037,0.4027777777777778,0.8354362989879733,0.8666666666666667,0.8121534181468599,0.6388888888888888,0.8999877321102271,0.75,0.7930054051340223,0.4843304843304843,0.8327593729994947,0.6,0.7201126412705163,0.5873015873015872
0.8838550171902795,0.8333333333333333,0.9559874392474654,1.0,0.3850027405063123,0.1625,0.9559874392474654,1.0,0.9670756691105656,1.0,0.7819020141398845,0.625,0.3796265124108245,0.1324786324786324,0.5034941103189549,0.325
1.0,1.0,1.0,1.0,0.3562071871080223,0.1666666666666666,1.0,1.0,0.3868528072345416,0.2,1.0,1.0,1.0,1.0,0.3868528072345416,0.2
0.8926893079768027,0.7555555555555555,0.8926893079768027,0.7555555555555555,0.4820110589032296,0.2611111111111111,0.8409838133543747,0.625,0.7436451697049473,0.3916666666666666,0.8012680849475252,0.5158730158730158,0.5784703643443567,0.2269230769230769,0.5853806661961969,0.3555555555555555
1.0,1.0,0.944847956559586,1.0,0.9639404333166534,1.0,0.9327783893101108,1.0,0.7923786423024659,0.5,0.9058464496821222,1.0,0.3235538807079823,0.0769230769230769,0.6278397607958707,0.5
1.0,1.0,1.0,1.0,0.4911492931622972,0.2777777777777778,1.0,1.0,0.7853208594776601,0.5,1.0,1.0,1.0,1.0,0.57064171895532,0.4166666666666666
0.6730685688488759,0.5,0.6866369058154222,0.5,0.5349879394672492,0.25,0.6652473438288667,0.5,0.7869839956655422,0.2,0.6928298679861311,0.5,0.8968171565782139,1.0,0.8311628534204512,0.5
0.915150537737135,1.0,0.915150537737135,1.0,0.678352318706951,0.5575757575757576,0.915150537737135,1.0,0.8005605463710624,0.6,0.8798581971190337,0.9166666666666664,0.7633268446426372,0.5166666666666666,1.0,1.0
0.8808925259529349,0.75,0.9762388637052952,1.0,0.8829286471463075,0.7,0.8376796485866559,0.6111111111111112,0.930716991397852,1.0,0.8557026102976902,0.7,0.7570999584348334,0.4166666666666666,0.471755647433473,0.1944444444444444
0.9476263557738324,0.8055555555555556,0.989037112888214,0.9166666666666664,0.5892935432179474,0.3452380952380952,0.9476263557738324,0.8055555555555556,0.6466712276881459,0.3,0.7830227218534396,0.5380952380952381,0.8699484172244633,0.6,0.7021918853742404,0.5916666666666666
0.8658853780739336,1.0,0.9154489336118644,1.0,0.8436397846140696,1.0,0.8746873943577718,1.0,0.695271453133145,0.3333333333333333,0.8305946316766044,1.0,0.7058349985556486,0.3333333333333333,0.6030010166952893,0.2
0.9578178618112118,0.8333333333333333,0.8696847258577683,0.8333333333333333,0.751447941524136,0.5769230769230769,0.8754276509858567,0.6111111111111112,0.7942113779983484,0.3333333333333333,0.7418148826103669,0.5714285714285714,0.9369439266561724,0.7,0.8319303728856469,0.6
0.8579783481038731,0.6388888888888888,0.8504212618984841,0.6111111111111112,0.6194805207332026,0.4,0.8833485783195946,0.6388888888888888,0.767995581496654,0.4285714285714285,0.7105935834505666,0.4708624708624708,0.839862548686679,0.4777777777777778,0.6312736927240707,0.2142857142857142
0.5296064560635351,0.325,0.599155536327818,0.45,0.4889106959660048,0.2575757575757575,0.5875008315641518,0.3095238095238095,0.9612472558382994,1.0,0.5624642956472614,0.45,0.4672230210976568,0.1602564102564102,0.5706455370271741,0.4166666666666666
0.7812489965405222,0.2361111111111111,0.8814533005829415,0.7,0.6088080461702882,0.1909090909090909,0.7282697702089054,0.2261904761904761,0.8198890445334011,0.2916666666666666,0.8246016461375106,0.3095238095238095,0.736160378131146,0.2083333333333333,0.5686575893315263,0.2159090909090909
0.8044726423602089,0.5,0.9550337350142762,0.8333333333333333,0.4107964742714468,0.1458333333333333,0.7818965241846029,0.45,0.7006368469039623,0.238095238095238,0.6932203568380043,0.3269230769230769,0.5631560584950271,0.3214285714285714,0.4770101315360495,0.1625
1.0,1.0,1.0,1.0,0.5856494080476389,0.5,0.8955796649110443,1.0,0.8950140434474878,1.0,0.8868854556705135,1.0,0.4343885661103979,0.0714285714285714,0.4085003062792242,0.2
0.9538855575579704,0.6428571428571428,0.9689695042358408,0.75,0.9689695042358408,0.75,0.9689695042358408,0.75,0.9300300826894806,0.4,0.9470258731668582,0.6,0.97971160882853,0.8333333333333333,0.8739584792152771,0.325
0.9689695042358408,0.75,0.9511167275084252,0.625,0.9574300054800128,0.6666666666666666,0.9574300054800128,0.6666666666666666,0.92068481544378,0.3666666666666667,0.9454574239125332,0.5909090909090909,0.9470258731668582,0.6,0.8628964691040558,0.25
0.9621787376196465,0.7,0.9999999999999998,1.0,0.9621787376196465,0.7,0.9999999999999998,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.8847005838079667,0.3666666666666667
0.940914767159646,1.0,0.9005687248376789,1.0,0.9726097514324384,1.0,0.9147923521052342,1.0,0.6666510332067326,0.1666666666666666,0.9068518852494014,1.0,0.9251054106743752,1.0,0.5306424033750962,0.0909090909090909
1.0,1.0,0.9639404333166534,1.0,0.9091417955461736,1.0,1.0,1.0,0.9315107859211808,1.0,0.903058766814724,1.0,0.5950427489208391,0.2,0.4829719419281433,0.0909090909090909
0.9066276098484506,0.7777777777777777,0.9217868789962071,0.8095238095238095,0.9066276098484506,0.7777777777777777,0.9217868789962071,0.8095238095238095,0.8152447234501157,0.5555555555555556,0.7777061538487877,0.5555555555555556,0.9066276098484506,0.7777777777777777,0.5726073975563165,0.3873015873015873
0.7790707289307139,0.4761904761904761,0.8599997611608267,0.5535714285714286,0.8615946127595283,0.5916666666666666,0.7556872129551476,0.3888888888888888,0.7358936903700448,0.3333333333333333,0.6102767054355331,0.3833333333333333,0.7516325765147295,0.4027777777777778,0.7432639026259825,0.6428571428571428
1.0,1.0,1.0,1.0,0.3562071871080223,0.1666666666666666,1.0,1.0,0.8154648767857285,0.5,1.0,1.0,0.3562071871080223,0.1666666666666666,0.3868528072345416,0.2
0.8069320812880308,0.45,0.8670870086853021,0.5833333333333333,0.8069320812880308,0.45,0.8670870086853021,0.5833333333333333,0.7954265341479604,0.4166666666666666,0.8430421328612403,0.5833333333333334,0.9003134755042498,0.8333333333333333,0.5640761380217284,0.1666666666666666
0.9124320284916874,0.9166666666666664,0.8449978558964616,0.8333333333333333,0.7368393909483517,0.5888888888888889,0.9193313761862674,0.8666666666666667,0.7275170656779512,0.3154761904761904,0.8795320411596496,0.7916666666666666,0.6762406072547887,0.3611111111111111,0.6882212671035202,0.25
1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4243950365138995,0.0833333333333333
0.8597186998521971,0.5,0.8597186998521971,0.5,0.4608311463163188,0.1666666666666666,0.8597186998521971,0.5,0.6908315825767142,0.2,1.0,1.0,0.626665273802673,0.5,0.4839297240123436,0.0833333333333333
1.0,1.0,1.0,1.0,0.6885288809404667,0.3333333333333333,1.0,1.0,0.6496317624386375,0.2,1.0,1.0,0.4935456744811715,0.25,0.4623836304746289,0.25
0.9854419388428785,1.0,0.9249822178570098,0.7,0.8808925259529349,0.75,0.958215901994261,1.0,0.907261645482056,0.6,0.8312440071989691,0.6111111111111112,0.4312407634824798,0.2361111111111111,0.9433883681321764,0.75
0.8451850618939636,0.6111111111111112,0.8854598815714875,0.7,0.9060254355346824,0.75,0.9385574520455132,0.8333333333333333,0.8747724766339192,0.6,0.8519590445170675,0.625,0.4546715912561179,0.2678571428571428,0.5335008370544201,0.3666666666666667
0.9032382009812364,1.0,0.9634631629123274,1.0,0.9537585755387004,1.0,0.9471379112624282,1.0,0.6939550764392786,0.25,0.8730238094555075,1.0,0.7109469280730547,0.3333333333333333,0.5418526458237481,0.0769230769230769
0.8840937630170701,1.0,0.9185871046389634,1.0,0.8730238094555075,1.0,0.9397750380689088,1.0,0.9320774912989233,1.0,0.914704590707046,1.0,0.7215634034161572,0.2,0.5418526458237481,0.0769230769230769
0.9509457695419298,1.0,0.9699225363013644,1.0,0.6608752889268066,0.2666666666666666,0.9003134755042498,0.8333333333333333,0.7496963899501926,0.2666666666666666,0.9471086030836026,1.0,0.5022070504125253,0.2916666666666666,0.5232497545992013,0.325
0.9815720279306078,1.0,0.9699225363013644,1.0,0.9617761342179452,1.0,0.9556956695617674,1.0,0.958706955831724,1.0,0.9439279501848502,1.0,0.4715807920238472,0.2083333333333333,0.5211838171719599,0.2916666666666666
0.9815720279306078,1.0,1.0,1.0,0.9815720279306078,1.0,1.0,1.0,0.990786013965304,1.0,0.8069320812880308,0.45,0.9119629671334932,0.8333333333333333,0.5211838171719599,0.2916666666666666
0.7902885317974312,0.3928571428571428,0.844440411298373,0.5,0.6418590927063063,0.4166666666666666,0.8407559653022278,0.6111111111111112,0.7073217220622323,0.2916666666666666,0.4708981155152629,0.25,0.8200613291276119,0.45,0.6136066378559422,0.2222222222222222
1.0,1.0,0.944847956559586,1.0,0.6130998794063822,0.5,0.9639404333166534,1.0,0.6496317624386375,0.2,0.7967075809905065,0.5,0.9327783893101108,1.0,0.6885288809404667,0.3333333333333333
0.9058464496821222,1.0,0.9639404333166534,1.0,0.9180385079206222,1.0,1.0,1.0,0.606762184944848,0.1666666666666666,0.8985713733040372,1.0,0.5360595666833469,0.125,0.531730627995306,0.3333333333333333
0.9639404333166534,1.0,1.0,1.0,0.4427225697287982,0.25,0.9327783893101108,1.0,0.6994611872420085,0.3333333333333333,0.903058766814724,1.0,0.4427225697287982,0.25,0.9639404333166534,1.0
0.9869829010125336,1.0,1.0,1.0,1.0,1.0,0.9796714881739592,1.0,0.960506677810489,1.0,0.9225188734393224,0.5909090909090909,0.9546776286771436,0.8333333333333333,0.5798517202641088,0.2666666666666666
0.9172426190597878,1.0,0.9515234565959556,1.0,0.9201391024327495,1.0,0.9515234565959556,1.0,0.7674615490020864,0.3333333333333333,0.940914767159646,1.0,0.5605190634829506,0.1428571428571428,0.8754675310861953,1.0
0.9515234565959556,1.0,0.9279589734052406,1.0,0.8725710477132336,1.0,0.959653957678033,1.0,0.8745372158379875,1.0,0.9167146311087492,1.0,0.6757530003655131,0.2,0.8874021035376727,1.0
0.8035466845224427,0.45,0.8702876391807989,0.5833333333333333,0.702376473983861,0.2575757575757575,0.8658035959888221,0.7,0.9164881130889048,0.5,0.7242454315400335,0.3214285714285714,0.5391017608827459,0.2575757575757575,0.5092188035105293,0.2666666666666666
