ROUGE-1_P,ROUGE-1_R,ROUGE-1_F,ROUGE-2_P,ROUGE-2_R,ROUGE-2_F,ROUGE-L_P,ROUGE-L_R,ROUGE-L_F
0.35714285714285715,0.5882352941176471,0.4444444444444445,0.2,0.3333333333333333,0.25,0.17857142857142858,0.29411764705882354,0.22222222222222224
0.6470588235294118,0.559322033898305,0.6,0.36,0.3103448275862069,0.3333333333333333,0.37254901960784315,0.3220338983050847,0.3454545454545454
0.5692307692307692,0.9024390243902439,0.6981132075471698,0.46875,0.75,0.5769230769230769,0.5384615384615384,0.8536585365853658,0.660377358490566
0.5,0.8222222222222222,0.6218487394957983,0.273972602739726,0.45454545454545453,0.34188034188034183,0.4189189189189189,0.6888888888888889,0.5210084033613446
0.5306122448979592,0.65,0.5842696629213483,0.3541666666666667,0.4358974358974359,0.3908045977011494,0.4489795918367347,0.55,0.4943820224719101
0.4852941176470588,0.5689655172413793,0.5238095238095238,0.208955223880597,0.24561403508771928,0.22580645161290322,0.3235294117647059,0.3793103448275862,0.3492063492063492
0.35185185185185186,0.41304347826086957,0.38,0.1509433962264151,0.17777777777777778,0.16326530612244897,0.24074074074074073,0.2826086956521739,0.26
0.38095238095238093,0.5333333333333333,0.4444444444444444,0.2682926829268293,0.3793103448275862,0.3142857142857143,0.3333333333333333,0.4666666666666667,0.3888888888888889
0.3170731707317073,0.41935483870967744,0.3611111111111111,0.125,0.16666666666666666,0.14285714285714288,0.21951219512195122,0.2903225806451613,0.25
0.47692307692307695,0.484375,0.48062015503875966,0.21875,0.2222222222222222,0.22047244094488186,0.3076923076923077,0.3125,0.31007751937984496
0.4772727272727273,0.7,0.5675675675675677,0.27906976744186046,0.41379310344827586,0.3333333333333333,0.4090909090909091,0.6,0.4864864864864865
0.543859649122807,0.62,0.5794392523364487,0.32142857142857145,0.3673469387755102,0.34285714285714286,0.45614035087719296,0.52,0.48598130841121495
0.4722222222222222,0.8095238095238095,0.5964912280701755,0.22535211267605634,0.3902439024390244,0.2857142857142857,0.3472222222222222,0.5952380952380952,0.43859649122807015
0.4583333333333333,0.5945945945945946,0.5176470588235293,0.19148936170212766,0.25,0.21686746987951808,0.3125,0.40540540540540543,0.3529411764705882
0.2553191489361702,0.41379310344827586,0.3157894736842105,0.06521739130434782,0.10714285714285714,0.08108108108108107,0.1276595744680851,0.20689655172413793,0.15789473684210525
0.2857142857142857,0.4,0.3333333333333333,0.12727272727272726,0.1794871794871795,0.14893617021276595,0.17857142857142858,0.25,0.20833333333333331
0.3673469387755102,0.47368421052631576,0.41379310344827586,0.14583333333333334,0.1891891891891892,0.1647058823529412,0.2653061224489796,0.34210526315789475,0.2988505747126437
0.1702127659574468,0.47058823529411764,0.25,0.10869565217391304,0.3125,0.16129032258064516,0.1702127659574468,0.47058823529411764,0.25
0.3559322033898305,0.4883720930232558,0.411764705882353,0.1724137931034483,0.23809523809523808,0.19999999999999998,0.2542372881355932,0.3488372093023256,0.29411764705882354
0.375,0.5869565217391305,0.45762711864406785,0.18309859154929578,0.28888888888888886,0.22413793103448276,0.25,0.391304347826087,0.3050847457627119
0.46153846153846156,0.7142857142857143,0.5607476635514019,0.390625,0.6097560975609756,0.47619047619047616,0.4,0.6190476190476191,0.485981308411215
0.4,0.6666666666666666,0.5,0.22727272727272727,0.38461538461538464,0.2857142857142857,0.2,0.3333333333333333,0.25
0.64,0.64,0.64,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.52,0.52,0.52
0.5581395348837209,0.5581395348837209,0.5581395348837209,0.30952380952380953,0.30952380952380953,0.30952380952380953,0.4186046511627907,0.4186046511627907,0.4186046511627907
0.5217391304347826,0.34782608695652173,0.41739130434782606,0.24444444444444444,0.16176470588235295,0.19469026548672566,0.3695652173913043,0.2463768115942029,0.2956521739130435
0.673469387755102,0.5689655172413793,0.6168224299065421,0.5416666666666666,0.45614035087719296,0.4952380952380952,0.6530612244897959,0.5517241379310345,0.5981308411214952
0.48333333333333334,0.48333333333333334,0.48333333333333334,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.31666666666666665,0.31666666666666665,0.31666666666666665
0.15384615384615385,0.4166666666666667,0.22471910112359555,0.046875,0.13043478260869565,0.06896551724137931,0.13846153846153847,0.375,0.20224719101123598
